geneNames	GSE10500_GSM265436_Control	GSE10500_GSM265439_Control	GSE10500_GSM265445_Control	GSE10500_GSM265020_Treat	GSE10500_GSM265036_Treat	GSE10500_GSM265361_Treat	GSE10500_GSM265363_Treat	GSE10500_GSM265366_Treat	GSE15573_GSM389705_Control	GSE15573_GSM389707_Control	GSE15573_GSM389709_Control	GSE15573_GSM389710_Control	GSE15573_GSM389712_Control	GSE15573_GSM389713_Control	GSE15573_GSM389715_Control	GSE15573_GSM389718_Control	GSE15573_GSM389720_Control	GSE15573_GSM389723_Control	GSE15573_GSM389725_Control	GSE15573_GSM389728_Control	GSE15573_GSM389729_Control	GSE15573_GSM389732_Control	GSE15573_GSM389734_Control	GSE15573_GSM389703_Treat	GSE15573_GSM389704_Treat	GSE15573_GSM389706_Treat	GSE15573_GSM389708_Treat	GSE15573_GSM389711_Treat	GSE15573_GSM389714_Treat	GSE15573_GSM389716_Treat	GSE15573_GSM389717_Treat	GSE15573_GSM389719_Treat	GSE15573_GSM389721_Treat	GSE15573_GSM389722_Treat	GSE15573_GSM389724_Treat	GSE15573_GSM389726_Treat	GSE15573_GSM389727_Treat	GSE15573_GSM389730_Treat	GSE15573_GSM389731_Treat	GSE15573_GSM389733_Treat	GSE15573_GSM389735_Treat	GSE7669_GSM185531_Control	GSE7669_GSM185532_Control	GSE7669_GSM185533_Control	GSE7669_GSM185534_Control	GSE7669_GSM185535_Control	GSE7669_GSM185536_Control	GSE7669_GSM183695_Treat	GSE7669_GSM185526_Treat	GSE7669_GSM185527_Treat	GSE7669_GSM185528_Treat	GSE7669_GSM185529_Treat	GSE7669_GSM185530_Treat
KCNK1	3.7408675	4.4375194	1.9590705	5.3350976	4.0197422	4.1830872	3.3217448	3.5625707	7.157656	7.19777	7.193729	7.16076	7.210448	7.14369	7.16347	7.177315	7.219372	6.944376	7.123865	7.065413	7.205618	7.15912	7.071556	7.216042	7.018822	7.057331	7.091243	7.10737	7.167455	7.12227	7.092186	7.220937	6.852717	7.136762	7.281204	7.151473	7.17416	7.227451	7.024611	7.262107	7.128659	7.1974843	6.956688	8.3490938	7.5389704	6.5432688	6.8983938	7.5082437	7.0889233	7.4733104	7.4444869	8.0626989	7.6756173
KCNK2	3.3879669	3.7861716	2.0752821	2.3914451	1.6855686	4.0202535	4.1506323	2.4795045	7.363688	7.302576	7.370308	7.450115	7.421531	7.391684	7.359794	7.361499	7.34865	7.339467	7.386893	7.415713	7.353358	7.432786	7.320145	7.252637	7.349175	7.467745	7.312852	7.393161	7.297898	7.364743	7.317163	7.400383	7.382378	7.387307	7.280524	7.34499	7.410904	7.469321	7.326772	7.312753	7.433775	8.7289347	7.1182154	7.8236219	5.7915375	7.3096964	7.0376733	8.5427468	8.3975053	8.4282312	8.8576633	8.6677663	6.6638011
KCNK3	5.0334644	4.5702737	5.7422676	3.7112066	5.9221205	4.9960268	5.6861441	5.6405821	8.543886	8.394464	8.385081	8.345376	7.996776	8.151386	8.4095	8.225267	8.115943	8.390322	8.293993	8.336686	8.414859	8.677393	8.764176	8.087644	8.379426	8.924998	8.317713	8.328366	8.217764	8.127627	8.918586	8.485419	8.055202	8.342502	8.50666	8.23505	8.192324	8.645626	8.396643	8.031646	8.792772	6.1493565	6.3393063	6.2317063	6.3671441	6.2474757	6.7131393	6.8929022	6.2522433	6.8570374	6.5587107	6.5195467	6.5625135
KCNMA1	4.9800726	5.5791855	6.1129458	5.7409103	5.6675868	4.6424165	4.519414	4.6095954	7.582949	7.549796	7.50719	7.496254	7.453265	7.42032	7.435516	7.50259	7.509049	7.553253	7.373994	7.593057	7.482582	7.571048	7.471656	7.462674	7.469442	7.610816	7.556616	7.431988	7.44754	7.470849	7.811344	7.644712	7.421136	7.653731	7.818379	7.471046	7.520499	7.512109	7.50305	7.44212	7.589425	7.3454245	7.3418777	6.7531344	6.9827946	7.4579199	6.8501014	6.4245285	6.4957056	7.3119174	7.0259585	7.0376733	6.4118342
KCNMB1	7.6684824	7.0612955	7.2122214	7.4781583	7.9505711	7.9581229	7.9110746	7.4842421	8.2817	7.711578	7.846374	7.649159	7.754231	7.58794	7.765039	7.857954	7.587373	7.802228	7.978869	8.187637	7.514092	7.600416	7.560724	7.839144	7.799454	7.638306	7.775478	7.712463	7.787822	7.762885	7.246439	7.680649	7.533566	7.252514	7.407529	7.818058	7.747933	7.27136	7.985164	7.64016	7.906305	7.4468672	6.874267	6.8646966	8.0002919	7.4468672	7.7442028	7.2218328	7.8265154	9.0004173	7.7688622	7.0499517	8.4541593
KCNN1	6.7078878	6.1317244	6.3379139	6.6592429	7.6817834	6.8711504	6.8355143	7.2940533	7.302362	7.215767	7.263446	7.275802	7.366353	7.407758	7.257045	7.41858	7.365033	7.343375	7.177662	7.410681	7.330591	7.305043	7.231108	7.179866	7.316643	7.504711	7.339168	7.274793	7.343375	7.334663	7.265866	7.466644	7.218832	7.34765	7.34321	7.278002	7.261569	7.325234	7.31214	7.286441	7.385067	6.9849147	7.3754616	6.6619676	6.5440743	7.192633	7.3515874	6.8186591	7.262116	6.6655033	7.3047191	7.0484886	7.8928052
KCNN3	1.6578579	2.2139233	4.0368793	4.5289497	3.9277234	4.1998784	2.1454365	2.8291476	7.331226	7.329809	7.164317	7.28001	7.226875	7.351552	7.275353	7.298149	7.289849	7.314312	7.235513	7.280296	7.244869	7.286794	7.229333	7.336627	7.370369	7.325564	7.290108	7.314619	7.262641	7.250467	7.283747	7.293911	7.204298	7.390094	7.573259	7.367529	7.271648	7.385376	7.34648	7.272231	7.409673	2.4468686	1.7034542	3.1218078	4.2161164	4.6429557	1.8720521	1.9599591	3.9365779	3.1447501	3.0640454	2.7147915	2.0861281
KCNN4	8.600396	4.4849775	5.3285542	8.6649099	8.6686341	9.4573659	8.3844204	7.7325037	8.265727	8.630806	8.3787	8.438247	8.843388	8.390646	8.33911	8.565549	8.491672	8.085521	8.544323	8.581531	8.160517	8.696646	8.689944	8.699802	8.869385	7.723925	8.268087	7.881746	7.827271	9.001125	7.720393	8.629572	8.560355	7.866457	8.281994	7.95534	8.442115	8.487428	8.044748	8.330137	8.309406	6.6237684	6.1802755	5.7644579	4.5231788	6.9910872	6.3428456	5.3591564	5.7429573	5.3599499	6.1026211	5.9673477	4.6077452
KCNQ1	7.6479091	7.7659637	7.7924802	6.9182119	7.0653468	6.9573557	7.041715	6.9971567	7.465675	7.415161	7.424834	7.400524	7.402083	7.371271	7.36512	7.422796	7.36187	7.409075	7.425136	7.434215	7.382933	7.461214	7.370308	7.462245	7.393569	7.577269	7.46021	7.402305	7.409579	7.321824	7.297229	7.315813	7.336982	7.515451	7.378405	7.454979	7.383437	7.338433	7.412821	7.389358	7.375372	5.5514089	6.4761983	5.7931829	6.8003992	6.4944708	6.2068865	6.5261405	7.228234	6.8237837	5.3574649	6.0069733	6.7360019
KCNQ2	3.1473419	4.3319088	4.3941781	4.0081829	3.8377765	3.7102754	4.596554	3.4326141	7.001407	7.260805	7.172694	7.03295	7.173668	7.146481	7.162929	7.188976	7.296234	7.159264	7.182395	7.088679	7.181599	7.140049	7.133259	7.170768	7.144441	7.255473	7.186054	7.242346	7.15306	7.219342	7.153459	7.221092	7.097623	7.145055	7.300694	7.22661	7.188882	7.174079	7.115243	7.184722	7.09335	4.2587364	4.4579696	3.8053695	3.9063081	4.3796963	3.8250152	4.3057122	4.7873033	4.9577632	3.8847365	3.7302773	4.2577369
KCNQ3	4.3751899	5.7472399	5.2642826	5.5151984	6.5300718	6.4065599	4.8959377	5.6651239	7.43914	7.418872	7.391866	7.611592	7.506954	7.483886	7.304319	7.448015	7.549448	7.375289	7.434113	7.477701	7.405823	7.406899	7.335699	7.362538	7.445993	7.464007	7.488171	7.375262	7.459492	7.524662	7.341931	7.520499	7.423496	7.347623	7.349229	7.439373	7.457296	7.381705	7.393884	7.311059	7.463061	5.7469622	6.3987252	7.5230154	6.0336944	6.4879741	6.8472663	7.1370541	7.2897096	5.9551598	6.1651969	6.2447833	7.1405689
KCNS1	3.8258827	4.7432778	4.496797	4.1683811	3.4746611	4.6166599	4.8993581	4.3070339	7.289642	7.334738	7.276859	7.257264	7.267508	7.137701	7.205017	7.426995	7.249038	7.393249	7.339884	7.314619	7.400601	7.253628	7.240489	7.33897	7.39577	7.161814	7.45603	7.03046	7.296931	7.415593	7.377697	7.365393	7.459777	7.405323	7.43882	7.427649	7.349386	7.394726	7.120083	7.308926	7.300664	3.7405782	5.3735278	4.0661725	3.7335466	4.0126819	3.748602	3.8791082	3.7965514	3.7560055	3.1286069	5.1041618	4.0556822
KCNS3	1.3503562	1.4554234	1.9939129	1.4132727	1.9355732	0.916229	1.6497551	3.5845319	7.626334	7.564887	7.646962	7.577112	7.607909	7.456191	7.71704	7.553952	7.559538	7.52691	7.542433	7.494829	7.599484	7.740406	7.625002	7.42529	7.61136	7.57789	7.593433	7.462214	7.570981	7.527504	7.393404	7.608317	7.490918	7.560141	7.869023	7.668411	7.445175	7.66648	7.498561	7.2963	7.565033	5.5729563	5.394286	4.982286	4.0282535	4.6256165	2.3527671	4.1372528	4.8019171	4.9030197	5.4150358	5.1460345	2.0953085
KCNV1	0.3816134	0.3816134	0.6444774	1.2976966	0.6514062	2.4026026	1.6988368	0.9664794	7.183024	7.262586	7.096045	7.323591	7.357579	7.20147	7.34838	7.21321	7.132293	7.214999	7.212546	7.14264	7.278204	7.344857	7.057631	7.234737	7.337813	7.060871	7.20254	7.197519	7.267796	7.298409	7.210196	7.312603	6.962566	7.184595	7.250467	7.375993	7.162139	7.184146	7.203028	7.012126	7.281338	1.0678666	2.7901159	1.2919574	0.9786161	3.0110598	0.4017866	0.8864516	2.7822885	2.1275636	0.8011191	0.9488419	0.5295868
KCNV2	4.6330964	4.8049332	4.1348481	5.4177671	4.8638993	5.3369353	4.2297135	4.3831191	8.265984	8.250978	8.297521	8.149647	7.886039	7.939692	8.188469	8.026446	7.921791	8.266282	8.12538	8.296427	8.193193	8.8198	8.483666	7.953117	8.251252	8.839632	8.169126	8.388828	8.142286	7.990513	8.271998	8.200201	7.941881	8.321486	8.664515	8.173853	8.075055	8.468821	8.202933	8.145425	8.867409	4.4387654	3.7405782	2.8527408	2.5706287	4.3987943	2.6232327	3.2981687	3.6159588	3.9158141	4.6524949	4.2405169	2.6201097
KCTD12	9.4488789	11.0449676	10.442661	9.1302407	8.9543676	8.6649099	8.9513179	8.2638787	10.776106	10.843173	10.496778	10.402271	10.801495	9.925686	9.889005	10.00227	10.271494	10.851929	10.659859	10.843173	10.30528	10.639102	10.14198	11.259572	10.648432	11.42069	10.949185	10.631375	11.001697	10.671394	9.584231	10.855199	10.376641	10.967709	11.108982	10.991405	11.373335	10.707267	10.616965	10.49387	10.03139	8.6908585	7.8648467	8.2108034	6.7647705	7.6153943	7.5230154	7.918642	7.8411294	8.4334895	8.1855829	8.212167	7.2108435
KCTD17	7.9608752	8.5878391	8.7993109	8.0062247	8.1424676	8.0924977	8.6015598	8.5471927	9.883042	9.645365	9.762095	9.361396	9.519269	9.622053	9.534589	9.667713	9.508729	9.337852	9.600186	9.707403	9.261207	9.641976	9.181005	9.39367	9.615848	9.001637	9.280731	9.057934	9.847234	9.306788	8.868231	9.844621	9.557087	9.100141	10.109443	9.342763	9.402724	9.531247	9.157322	9.146481	9.069007	9.05868	9.5088225	9.267933	9.0033167	9.4693966	9.4601238	9.362476	9.1174318	9.0222901	9.056643	9.1207389	9.1501142
KCTD2	7.2522095	7.5285054	7.8962525	7.3359613	7.144657	7.7451018	8.0159249	6.7520391	8.314854	8.233062	8.106503	8.300936	8.13198	8.137664	8.14122	8.044062	8.163578	8.291853	8.35486	8.178432	8.156292	8.346299	8.11434	7.949865	8.203424	8.65346	8.340126	8.285273	8.19426	8.046601	8.278475	8.405523	8.196943	8.369922	8.59896	8.257287	8.145702	8.407062	8.404487	7.928789	8.361221	8.7079281	8.8576633	8.7421495	8.3490938	8.8831899	9.2373915	8.8203197	8.6305688	8.9396016	9.0648122	8.8740309	8.1363453
KCTD20	7.3909918	7.2142789	6.8249525	4.9642201	5.3144611	6.766758	6.8896741	6.111046	9.959611	9.622699	9.704337	9.044623	9.444228	9.195393	9.306788	9.1424	9.022131	9.356625	9.757506	9.687124	9.209432	9.280241	9.388071	9.549481	9.725452	10.18849	9.658618	9.425369	10.033195	9.425841	9.950016	9.84361	9.679814	10.202699	9.570962	9.818501	10.187388	9.94571	10.19071	9.215908	9.956114	7.4085613	7.0846851	7.1742697	7.6394375	7.1515299	7.1182154	7.0775779	7.2171671	8.2935739	7.7725744	7.4509888	7.4499935
KCTD7	6.9141684	6.6526732	7.4234428	7.4543405	6.3437418	6.7772581	7.3117033	7.731423	7.503332	7.414832	7.668986	7.529068	7.689067	7.494607	7.436546	7.672085	7.566765	7.430954	7.687092	7.503783	7.559691	7.26307	7.540771	7.620731	7.609651	7.46098	7.540971	7.134407	7.572201	7.7495	7.31988	7.480764	7.610639	7.397972	7.344479	7.309379	7.519771	7.571119	7.546813	7.620224	7.350787	6.7679154	6.6304138	6.4902003	6.5733935	6.8528788	6.8654544	7.0661478	6.0142188	6.7086341	6.143762	7.1343074	6.7114699
KDELR1	9.8491693	10.405648	10.2049965	8.546591	9.4356783	9.2670619	9.4431	9.3303821	7.557889	7.420537	7.496925	7.353713	7.524941	7.32655	7.471694	7.351932	7.464839	7.246384	7.434912	7.454553	7.517505	7.353513	7.495044	7.599637	7.405383	7.550769	7.308953	7.502129	7.401244	7.273843	7.377335	7.47812	7.651764	7.304997	7.612128	7.537665	7.429801	7.254179	7.412673	7.46278	7.435882	11.3642999	11.3062853	10.9019128	11.0513913	11.3509954	11.1694182	11.2856485	11.0049587	11.1870924	11.1207216	11.1914741	11.311021
KDELR2	8.5892404	8.3165556	9.0468393	9.1094772	8.4591475	8.5794156	8.8571141	8.6163965	9.214256	9.385343	9.045571	9.08342	9.100629	8.894385	9.246668	8.965021	8.870583	9.065862	9.193148	9.09619	8.83299	8.817543	8.929652	8.903127	8.685583	9.253852	8.913194	9.307427	8.632242	8.816686	9.052237	9.187558	8.684413	9.120093	8.874012	8.86516	8.888742	8.950546	9.208244	9.035559	9.15031	11.5907932	11.6858825	11.7744586	12.1705939	11.8358638	12.0601096	11.8297168	12.2521438	11.6379989	11.5331	11.8697068	11.9031513
KDELR3	1.7314599	3.4882669	2.0798002	2.4088312	2.4074575	4.7910692	3.0377086	3.9604083	7.230553	7.076015	7.195684	7.182811	7.186487	7.095762	7.114793	7.188597	7.171303	7.135093	7.145109	7.153946	7.102895	7.146434	7.214456	7.090646	7.135627	7.16938	7.110841	7.226324	7.16518	7.151378	7.062445	7.16877	7.207939	7.116724	7.134268	7.035806	7.130946	7.186562	7.132409	7.15991	7.114238	8.8203197	8.0648165	8.3392459	7.6370931	7.93542	7.9866235	8.672861	8.4344715	8.6290541	8.4385065	8.7453839	8.4802869
KDR	2.3118655	4.8476233	4.5365749	4.6216394	4.705422	3.8555997	4.2498606	3.944441	7.393465	7.248216	7.313716	7.345452	7.422109	7.230993	7.348459	7.111298	7.399926	7.283442	7.489305	7.328891	7.397378	7.248492	7.120719	7.369042	7.24646	7.38123	7.381907	7.26582	7.40015	7.223035	7.319426	7.35544	7.392473	7.401481	7.342931	7.390831	7.402589	7.361253	7.362019	7.420872	7.155559	4.3090328	4.6217569	5.4790629	4.2605958	4.3436632	5.2465558	4.0461062	4.6669799	4.6160762	4.5832101	4.571399	4.0196644
KEAP1	9.1567634	8.3260402	8.4061177	8.5430502	7.9552127	7.9188039	8.0606529	8.9028408	7.899788	7.763036	7.847001	7.823145	7.722	7.633471	7.836938	7.701333	7.586186	7.776271	7.825617	7.817708	7.744325	7.953722	7.68784	7.626888	7.648762	8.068684	7.843478	7.654306	7.727893	7.72498	7.896497	7.884345	7.661168	7.884703	7.960767	7.623422	7.694678	7.797752	7.738628	7.574219	7.843956	9.2877705	9.6095733	9.2421362	9.1342452	9.4522018	9.600554	9.3356197	9.2149218	9.5193334	9.7517012	9.6896735	9.5054946
KEL	4.7244864	3.6755596	3.0332533	3.5745127	2.3774425	4.6789414	2.5355552	2.1531853	8.203941	8.027783	7.803901	7.897067	7.741192	8.1222	7.819025	7.48738	7.612344	8.181341	7.754766	7.796417	7.965253	8.524999	8.241916	7.626781	8.138978	9.636431	8.173059	8.067173	8.037244	7.655558	7.614882	8.372149	7.569245	8.338131	8.4183	7.421777	7.779909	8.672384	7.684617	7.778451	8.83036	3.9970532	3.8191593	4.5293913	4.6886493	5.2192638	4.4361839	4.0519577	3.2218524	4.4017461	3.0991274	4.2364227	3.9909996
KHDRBS1	10.1791619	10.2004785	10.0948727	10.0996002	9.9695666	9.4923513	9.8479052	9.8885021	7.553455	7.619166	7.546365	7.739498	7.655464	7.521463	7.620224	7.623776	7.627706	7.719855	7.567035	7.691447	7.522485	7.476114	7.532028	7.70662	7.573717	7.60241	7.557743	7.672198	7.692288	7.618072	7.666586	7.597682	7.605037	7.7827	7.861654	7.532918	7.613113	7.614882	7.642176	7.602629	7.704315	10.3013408	10.5777751	10.3602001	10.0400597	10.0885885	9.8587162	10.2681038	10.1364537	10.0530645	10.0794405	9.9922673	10.2651374
KHDRBS2	1.3344357	1.7456649	2.1512663	4.0761507	3.2127604	1.5068324	4.2220821	2.6461239	7.024473	7.060986	7.20682	7.223419	7.172862	7.285208	7.323345	7.259898	7.040736	7.219959	7.09922	7.170155	7.164787	7.020279	7.338105	7.065757	7.117393	7.109963	7.134552	7.261212	7.197605	7.23666	7.300862	7.079352	7.0911	7.231202	7.316837	7.084132	7.170967	7.181188	7.110841	7.076732	7.176788	1.5555858	1.6962682	4.5928635	1.2456779	2.7880299	3.6350728	2.9098952	1.4266516	3.5618879	3.7436005	2.6626276	4.5306862
KHDRBS3	3.8871939	3.8599868	3.598428	5.5327054	4.9642201	4.5129187	4.3076057	5.3623303	7.379946	7.449065	7.41079	7.477508	7.472878	7.370937	7.473496	7.458792	7.483972	7.41962	7.430558	7.410084	7.545173	7.413678	7.423883	7.467192	7.498072	7.66648	7.572814	7.504463	7.489563	7.481518	7.457654	7.574353	7.345906	7.38739	7.322506	7.415683	7.447707	7.398473	7.413238	7.570077	7.481906	7.7504192	8.1691146	7.4256736	7.0608754	6.903358	7.1561549	6.9365455	6.4229943	8.191707	8.1320434	8.9940698	7.0720001
KHK	4.8843085	5.4893437	5.6651239	4.3831191	4.517408	5.160395	4.3319088	4.6188821	7.333648	7.339816	7.352814	7.350252	7.333357	7.427519	7.306245	7.355738	7.29907	7.198311	7.440762	7.265576	7.309478	7.292974	7.339398	7.407729	7.336604	7.312925	7.288185	7.285792	7.342436	7.30994	7.278411	7.371292	7.24451	7.308767	7.374947	7.319653	7.288332	7.383853	7.252564	7.270832	7.38915	5.2454039	4.6089082	5.2418761	5.2665888	4.7934748	5.1123024	4.8664888	5.0742524	5.4758106	5.386943	5.4652121	4.7164805
KHSRP	8.321395	8.566482	8.5529727	8.2382766	7.5353291	7.5971288	6.8959255	7.5108577	9.414747	9.491633	9.152518	9.405216	9.490195	9.423863	9.593882	9.371437	9.375724	9.233037	9.484251	9.323873	9.364565	9.607459	9.631255	9.007941	9.275683	9.127819	9.243961	9.177397	9.368286	9.070473	8.648964	9.486886	9.246181	9.193684	9.884839	9.19031	8.918586	9.429053	9.184963	8.747394	9.314677	9.4720359	9.4750465	9.1048382	9.2479826	9.5569381	9.3732944	8.8229548	9.2219948	9.387349	9.3844024	9.5088225	9.3757554
KIAA0020	7.6710934	5.5594685	5.9439841	7.362866	5.7683161	6.9765538	6.7152231	7.1404502	7.58441	8.054955	7.93832	7.733493	7.922526	7.861332	7.795531	7.981722	8.008747	7.591636	7.689874	7.652021	7.595474	7.41858	7.573865	8.266566	7.965253	7.198947	7.966121	7.436688	7.675863	7.999983	7.165997	7.341381	8.052351	7.262927	7.027908	7.887171	7.99979	7.396724	7.466735	8.244647	7.366055	7.7583723	8.0850832	7.8018266	8.6411547	8.0844138	7.8111322	8.5025105	8.7075185	7.8985232	7.9505943	8.2061706	8.672861
KIAA0040	5.3797107	4.925625	4.2360629	5.3916635	3.9323563	5.152233	5.3568845	5.4096078	8.037503	7.743072	8.044062	8.244647	8.091048	8.14739	8.203941	7.906305	8.340699	8.497172	8.391373	7.997256	8.139519	8.189843	8.058412	7.988595	8.036124	7.890847	8.103604	8.676224	8.273726	8.045939	8.577478	8.224996	8.200201	8.585281	8.449719	8.133373	8.030713	8.459216	8.333891	7.977253	8.44179	3.6922648	5.0018784	3.8862687	3.4765938	4.6070756	3.3260321	5.1438367	5.3302846	4.3080454	5.2583804	2.9787389	4.3614745
KIAA0100	8.2741208	8.8606064	8.9209535	7.5935868	6.6316662	7.8180341	7.8710722	7.4105585	9.622699	9.387547	9.409629	9.308057	9.410818	9.189701	9.478336	9.242261	9.231367	9.343874	9.60075	9.619335	9.4824	9.518624	9.452503	9.417939	9.540222	9.591943	9.542852	9.378668	9.527893	9.198503	9.232038	9.637711	9.534589	9.695956	9.969494	9.47167	9.531969	9.799211	9.345124	9.164617	9.449978	10.3449724	10.3274335	9.1817396	9.5645492	10.2402736	10.2692289	8.9639316	9.5800821	9.8230601	10.2352779	10.2548964	9.5460591
KIAA0101	4.1343312	2.6536582	4.1713861	6.1086099	5.2045195	5.8203589	6.5759797	5.0466796	7.509547	7.341028	7.538976	7.524986	7.345452	7.470276	7.415912	7.411619	7.43882	7.351606	7.503648	7.473136	7.419144	7.345728	7.349423	7.567956	7.610259	7.67536	7.491631	7.616904	7.537986	7.40623	7.570527	7.415476	7.304612	7.56191	7.482113	7.449723	7.514831	7.436084	7.452413	7.574578	7.390191	7.6700031	6.5672971	6.616276	6.8540289	6.9881468	6.9258453	6.7107525	5.7148046	7.8770534	7.2171671	7.6335419	5.9945155
KIAA0125	2.9673848	3.0332533	2.54947	4.3360473	2.4234831	4.9297503	2.3257548	4.4625624	7.494729	7.940524	7.577446	7.90216	8.19643	8.214684	7.725911	8.128309	7.901648	7.825132	7.94618	8.123609	7.728259	7.894052	8.15855	7.918885	7.837937	7.454628	7.815248	7.660065	7.490198	7.802047	7.399092	7.598579	7.929548	7.661895	7.693846	8.002667	7.966965	7.95333	7.58699	7.967415	7.862728	2.8036258	3.4857664	4.4818871	5.0800327	3.1125328	4.7633122	2.8055451	2.4947399	3.2674293	2.2896526	2.9948499	1.7196935
KIAA0141	7.2277447	7.6472502	7.5734021	7.2422016	7.9268769	7.3376102	7.5204099	7.3475667	8.70181	8.623524	8.664892	8.727695	8.730677	8.490509	8.812258	8.62102	8.702214	8.546006	8.969459	8.83468	8.661252	8.716592	8.743641	8.757245	8.833834	8.547967	8.605922	8.622862	8.539315	8.492695	8.465519	8.662038	8.595297	8.616687	8.8855	8.852755	8.738442	8.493992	8.749709	8.704382	8.407062	7.2185179	7.5307865	6.1408519	7.6313334	7.856448	7.2722437	7.3736753	7.7364478	7.6853961	7.8099107	7.8074225	7.7317774
KIAA0195	8.6677113	8.9082219	9.071821	8.1473367	9.1552143	8.8713511	8.4158664	8.6725351	10.208196	10.140955	9.837112	10.177335	10.011608	9.986596	9.892136	9.923057	9.87195	9.760563	9.863687	9.938751	9.756027	10.071232	10.044241	9.223983	9.745053	9.82101	9.765283	9.686429	9.619335	9.297484	8.97084	10.115039	9.730563	9.745746	10.303758	9.421152	9.486296	9.968633	9.308057	9.283161	9.66548	9.218048	9.8322103	9.6274044	10.0191336	9.7838596	9.7838596	9.6563946	9.6578164	9.6299667	9.4639713	9.5782046	9.8199284
KIAA0196	6.421095	6.875242	6.8835394	6.5575836	6.3367795	6.3064909	6.5336586	6.3971796	9.3056	9.488826	9.140211	9.440862	9.56241	9.385913	9.435804	9.526353	9.396642	9.384238	9.330297	9.604064	9.071558	9.593882	9.328688	9.193684	9.157322	9.154228	9.329786	9.026682	9.053643	9.299118	8.840803	9.461669	9.123473	9.210592	9.643374	9.481749	9.138383	9.150893	9.229805	9.055091	8.953974	7.1648348	6.8882402	6.1745694	6.2908087	6.7279142	6.5310412	5.7816749	5.7773867	6.3385992	7.0646263	7.0821	5.966765
KIAA0226	8.6837024	8.5644288	8.4891088	8.7932309	8.5306223	8.6677113	8.5197613	8.545275	8.293396	8.062988	7.978237	7.983718	8.030221	7.999111	8.12384	7.925134	7.895408	8.163102	8.123163	7.871707	8.030221	7.868694	8.046601	7.940138	7.927361	8.449382	7.977636	8.278475	8.018057	7.868694	8.20733	8.00679	8.133068	8.252997	7.896689	7.965922	7.998697	8.11944	8.130028	7.755023	8.179757	8.7105409	8.7846127	8.6752656	8.7974994	9.0713698	8.8157107	8.2733305	8.4985117	8.4949095	8.6719468	8.312886	8.5377959
KIAA0232	9.3219068	8.7597716	9.2455943	9.4611871	9.5373151	9.76888	9.2593099	9.3404465	7.844582	7.987751	7.721502	7.967884	8.164371	7.99829	8.190887	8.019213	8.183214	8.273726	8.109391	7.900178	8.158022	8.040648	7.924311	7.968296	7.878591	7.956041	8.075316	8.33911	7.847342	7.932913	8.589192	7.784392	7.969661	8.050801	7.182684	8.090353	8.051446	7.88546	8.181643	7.985164	7.598579	9.5410449	9.5964931	9.3399843	9.3911366	8.9934406	9.3307838	9.3059035	9.1467147	9.8244707	9.6975757	9.5460591	8.9622103
KIAA0247	9.8612902	9.6739778	9.5580859	10.3554362	10.31199	10.2784465	10.2039109	10.1709419	9.017183	8.665998	8.680542	8.971283	9.007026	9.321485	9.499822	8.918586	8.950546	9.247233	8.946133	8.98655	9.529992	9.537248	9.098107	8.967508	8.910651	8.930523	8.897181	9.457797	8.646053	9.062068	9.405216	8.855389	8.771448	9.014763	8.68242	9.105384	9.106914	8.968007	9.382525	9.236845	9.331417	8.7184719	7.9892874	9.1478086	9.9462178	8.5591592	8.6952622	9.4140054	9.8694558	9.1127903	8.8009253	8.39048	10.4846149
KIAA0319	2.1431873	2.1360357	2.591189	3.3018615	1.9525929	2.41806	2.3685326	1.2453676	7.473612	7.399629	7.376142	7.518914	7.563968	7.51437	7.471161	7.524358	7.600583	7.494995	7.672849	7.585623	7.604728	7.439033	7.498391	7.609651	7.656987	7.563341	7.567149	7.544487	7.584553	7.810178	7.934408	7.52202	7.739872	7.516012	7.686784	7.928155	7.517018	7.504463	8.093692	7.581559	7.338433	4.5135218	4.1635913	2.239101	2.1996367	4.5669431	3.3039032	2.1828772	3.968243	4.6444863	4.8141528	2.3501259	2.5009035
KIAA0355	5.8728057	7.0113724	6.9606151	6.7436869	6.8212501	6.2551097	6.2040023	6.1728155	9.159979	9.25103	9.144912	9.441402	9.277892	9.446179	9.219283	9.402068	9.496424	9.032664	9.038088	9.456607	9.35405	9.622053	9.41858	9.253266	8.938265	8.710152	9.142833	9.114761	8.600778	9.201538	8.914863	8.758049	9.172881	8.785801	9.337191	9.320498	9.019213	8.730316	8.876634	9.262835	8.752634	8.4541593	8.5388204	7.9547248	8.212167	8.1084924	8.0678015	8.0221262	8.2129932	8.8311374	8.0789731	8.5333895	8.2378267
KIAA0391	11.4250536	9.3538383	9.3429829	10.8440916	10.2184513	10.4976275	10.7260175	10.5282358	8.09774	8.416573	8.28831	8.466845	8.659357	8.572679	8.23952	8.484642	8.330441	8.314854	8.243688	8.330441	8.171743	7.784539	8.359698	8.635411	8.452691	7.749071	8.579678	8.084133	8.704382	8.7564	8.108871	8.373466	8.923646	8.106269	8.102668	8.924046	8.426472	8.220338	8.412443	8.717391	8.234295	9.5266064	9.3059035	9.59403	10.2336127	10.010993	10.0967355	10.0765391	10.385027	9.0888764	9.2670416	9.2470281	9.8706205
